Date/Time	DCV(V)	ACV(V)	DCI(A)	ACI(A)	Freq(Hz)	Period(s)	Res(ohm)	Cap(F)	Temp(K)
2023/09/02->17:32:38.244	--	--	3.152811E-02	--	--	--	--	--	--
2023/09/02->17:32:38.288	--	--	3.152811E-02	--	--	--	--	--	--
2023/09/02->17:32:38.349	--	--	3.152811E-02	--	--	--	--	--	--
2023/09/02->17:32:38.392	--	--	3.152811E-02	--	--	--	--	--	--
2023/09/02->17:32:38.436	--	--	3.152811E-02	--	--	--	--	--	--
2023/09/02->17:32:38.537	--	--	3.472081E-02	--	--	--	--	--	--
2023/09/02->17:32:38.581	--	--	3.472081E-02	--	--	--	--	--	--
2023/09/02->17:32:38.640	--	--	3.472081E-02	--	--	--	--	--	--
2023/09/02->17:32:38.683	--	--	3.472081E-02	--	--	--	--	--	--
2023/09/02->17:32:38.726	--	--	3.472081E-02	--	--	--	--	--	--
2023/09/02->17:32:38.824	--	--	4.161254E-02	--	--	--	--	--	--
2023/09/02->17:32:38.868	--	--	4.161254E-02	--	--	--	--	--	--
2023/09/02->17:32:38.927	--	--	4.161254E-02	--	--	--	--	--	--
2023/09/02->17:32:38.971	--	--	4.161254E-02	--	--	--	--	--	--
2023/09/02->17:32:39. 15	--	--	4.161254E-02	--	--	--	--	--	--
2023/09/02->17:32:39.114	--	--	4.207762E-02	--	--	--	--	--	--
2023/09/02->17:32:39.157	--	--	4.207762E-02	--	--	--	--	--	--
2023/09/02->17:32:39.201	--	--	4.207762E-02	--	--	--	--	--	--
2023/09/02->17:32:39.258	--	--	4.207762E-02	--	--	--	--	--	--
2023/09/02->17:32:39.302	--	--	4.207762E-02	--	--	--	--	--	--
2023/09/02->17:32:39.345	--	--	4.207762E-02	--	--	--	--	--	--
2023/09/02->17:32:39.445	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.489	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.548	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.593	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.637	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.697	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.740	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.784	--	--	4.270074E-02	--	--	--	--	--	--
2023/09/02->17:32:39.882	--	--	4.317522E-02	--	--	--	--	--	--
2023/09/02->17:32:39.925	--	--	4.317522E-02	--	--	--	--	--	--
2023/09/02->17:32:39.985	--	--	4.317522E-02	--	--	--	--	--	--
2023/09/02->17:32:40. 29	--	--	4.317522E-02	--	--	--	--	--	--
2023/09/02->17:32:40. 73	--	--	4.317522E-02	--	--	--	--	--	--
2023/09/02->17:32:40.172	--	--	4.335168E-02	--	--	--	--	--	--
2023/09/02->17:32:40.216	--	--	4.335168E-02	--	--	--	--	--	--
2023/09/02->17:32:40.276	--	--	4.335168E-02	--	--	--	--	--	--
2023/09/02->17:32:40.322	--	--	4.335168E-02	--	--	--	--	--	--
2023/09/02->17:32:40.366	--	--	4.335168E-02	--	--	--	--	--	--
2023/09/02->17:32:40.467	--	--	4.341959E-02	--	--	--	--	--	--
2023/09/02->17:32:40.511	--	--	4.341959E-02	--	--	--	--	--	--
2023/09/02->17:32:40.554	--	--	4.341959E-02	--	--	--	--	--	--
2023/09/02->17:32:40.612	--	--	4.341959E-02	--	--	--	--	--	--
2023/09/02->17:32:40.655	--	--	4.341959E-02	--	--	--	--	--	--
2023/09/02->17:32:40.699	--	--	4.341959E-02	--	--	--	--	--	--
2023/09/02->17:32:40.804	--	--	4.339431E-02	--	--	--	--	--	--
2023/09/02->17:32:40.847	--	--	4.339431E-02	--	--	--	--	--	--
2023/09/02->17:32:40.909	--	--	4.339431E-02	--	--	--	--	--	--
2023/09/02->17:32:40.952	--	--	4.339431E-02	--	--	--	--	--	--
2023/09/02->17:32:40.996	--	--	4.339431E-02	--	--	--	--	--	--
2023/09/02->17:32:41. 95	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.139	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.196	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.240	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.284	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.342	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.386	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.429	--	--	4.133358E-02	--	--	--	--	--	--
2023/09/02->17:32:41.528	--	--	3.922779E-02	--	--	--	--	--	--
2023/09/02->17:32:41.571	--	--	3.922779E-02	--	--	--	--	--	--
2023/09/02->17:32:41.630	--	--	3.922779E-02	--	--	--	--	--	--
2023/09/02->17:32:41.673	--	--	3.922779E-02	--	--	--	--	--	--
2023/09/02->17:32:41.717	--	--	3.922779E-02	--	--	--	--	--	--
2023/09/02->17:32:41.816	--	--	3.968704E-02	--	--	--	--	--	--
2023/09/02->17:32:41.859	--	--	3.968704E-02	--	--	--	--	--	--
2023/09/02->17:32:41.904	--	--	3.968704E-02	--	--	--	--	--	--
2023/09/02->17:32:41.961	--	--	3.968704E-02	--	--	--	--	--	--
2023/09/02->17:32:42.  5	--	--	3.968704E-02	--	--	--	--	--	--
2023/09/02->17:32:42. 48	--	--	3.968704E-02	--	--	--	--	--	--
2023/09/02->17:32:42.147	--	--	3.982219E-02	--	--	--	--	--	--
2023/09/02->17:32:42.192	--	--	3.982219E-02	--	--	--	--	--	--
2023/09/02->17:32:42.249	--	--	3.982219E-02	--	--	--	--	--	--
2023/09/02->17:32:42.293	--	--	3.982219E-02	--	--	--	--	--	--
2023/09/02->17:32:42.336	--	--	3.982219E-02	--	--	--	--	--	--
2023/09/02->17:32:42.436	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.479	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.537	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.580	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.624	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.683	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.727	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.772	--	--	3.989542E-02	--	--	--	--	--	--
2023/09/02->17:32:42.870	--	--	3.984351E-02	--	--	--	--	--	--
2023/09/02->17:32:42.913	--	--	3.984351E-02	--	--	--	--	--	--
2023/09/02->17:32:42.971	--	--	3.984351E-02	--	--	--	--	--	--
2023/09/02->17:32:43. 15	--	--	3.984351E-02	--	--	--	--	--	--
2023/09/02->17:32:43. 59	--	--	3.984351E-02	--	--	--	--	--	--
2023/09/02->17:32:43.104	--	--	3.984351E-02	--	--	--	--	--	--
2023/09/02->17:32:43.202	--	--	3.994431E-02	--	--	--	--	--	--
2023/09/02->17:32:43.246	--	--	3.994431E-02	--	--	--	--	--	--
2023/09/02->17:32:43.306	--	--	3.994431E-02	--	--	--	--	--	--
2023/09/02->17:32:43.349	--	--	3.994431E-02	--	--	--	--	--	--
2023/09/02->17:32:43.393	--	--	3.994431E-02	--	--	--	--	--	--
2023/09/02->17:32:43.493	--	--	4.037304E-02	--	--	--	--	--	--
2023/09/02->17:32:43.537	--	--	4.037304E-02	--	--	--	--	--	--
2023/09/02->17:32:43.595	--	--	4.037304E-02	--	--	--	--	--	--
2023/09/02->17:32:43.638	--	--	4.037304E-02	--	--	--	--	--	--
2023/09/02->17:32:43.683	--	--	4.037304E-02	--	--	--	--	--	--
2023/09/02->17:32:43.780	--	--	4.028127E-02	--	--	--	--	--	--
2023/09/02->17:32:43.824	--	--	4.028127E-02	--	--	--	--	--	--
2023/09/02->17:32:43.883	--	--	4.028127E-02	--	--	--	--	--	--
2023/09/02->17:32:43.927	--	--	4.028127E-02	--	--	--	--	--	--
2023/09/02->17:32:43.971	--	--	4.028127E-02	--	--	--	--	--	--
2023/09/02->17:32:44. 69	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.113	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.174	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.218	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.262	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.325	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.367	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.411	--	--	4.020649E-02	--	--	--	--	--	--
2023/09/02->17:32:44.511	--	--	4.023293E-02	--	--	--	--	--	--
2023/09/02->17:32:44.558	--	--	4.023293E-02	--	--	--	--	--	--
2023/09/02->17:32:44.601	--	--	4.023293E-02	--	--	--	--	--	--
2023/09/02->17:32:44.659	--	--	4.023293E-02	--	--	--	--	--	--
2023/09/02->17:32:44.703	--	--	4.023293E-02	--	--	--	--	--	--
2023/09/02->17:32:44.747	--	--	4.023293E-02	--	--	--	--	--	--
2023/09/02->17:32:44.845	--	--	4.019474E-02	--	--	--	--	--	--
2023/09/02->17:32:44.889	--	--	4.019474E-02	--	--	--	--	--	--
2023/09/02->17:32:44.947	--	--	4.019474E-02	--	--	--	--	--	--
2023/09/02->17:32:44.989	--	--	4.019474E-02	--	--	--	--	--	--
2023/09/02->17:32:45. 37	--	--	4.019474E-02	--	--	--	--	--	--
2023/09/02->17:32:45.138	--	--	4.012621E-02	--	--	--	--	--	--
2023/09/02->17:32:45.182	--	--	4.012621E-02	--	--	--	--	--	--
2023/09/02->17:32:45.240	--	--	4.012621E-02	--	--	--	--	--	--
2023/09/02->17:32:45.284	--	--	4.012621E-02	--	--	--	--	--	--
2023/09/02->17:32:45.327	--	--	4.012621E-02	--	--	--	--	--	--
2023/09/02->17:32:45.426	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.469	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.528	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.571	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.617	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.678	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.723	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.768	--	--	4.019087E-02	--	--	--	--	--	--
2023/09/02->17:32:45.865	--	--	4.041175E-02	--	--	--	--	--	--
2023/09/02->17:32:45.909	--	--	4.041175E-02	--	--	--	--	--	--
2023/09/02->17:32:45.952	--	--	4.041175E-02	--	--	--	--	--	--
2023/09/02->17:32:46. 10	--	--	4.041175E-02	--	--	--	--	--	--
2023/09/02->17:32:46. 54	--	--	4.041175E-02	--	--	--	--	--	--
2023/09/02->17:32:46. 97	--	--	4.041175E-02	--	--	--	--	--	--
2023/09/02->17:32:46.196	--	--	4.031886E-02	--	--	--	--	--	--
2023/09/02->17:32:46.240	--	--	4.031886E-02	--	--	--	--	--	--
2023/09/02->17:32:46.298	--	--	4.031886E-02	--	--	--	--	--	--
2023/09/02->17:32:46.341	--	--	4.031886E-02	--	--	--	--	--	--
2023/09/02->17:32:46.385	--	--	4.031886E-02	--	--	--	--	--	--
2023/09/02->17:32:46.483	--	--	4.019808E-02	--	--	--	--	--	--
2023/09/02->17:32:46.527	--	--	4.019808E-02	--	--	--	--	--	--
2023/09/02->17:32:46.588	--	--	4.019808E-02	--	--	--	--	--	--
2023/09/02->17:32:46.634	--	--	4.019808E-02	--	--	--	--	--	--
2023/09/02->17:32:46.678	--	--	4.019808E-02	--	--	--	--	--	--
2023/09/02->17:32:46.781	--	--	4.018076E-02	--	--	--	--	--	--
2023/09/02->17:32:46.824	--	--	4.018076E-02	--	--	--	--	--	--
2023/09/02->17:32:46.882	--	--	4.018076E-02	--	--	--	--	--	--
2023/09/02->17:32:46.926	--	--	4.018076E-02	--	--	--	--	--	--
2023/09/02->17:32:46.970	--	--	4.018076E-02	--	--	--	--	--	--
2023/09/02->17:32:47. 69	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.113	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.172	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.215	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.259	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.321	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.365	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.409	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.452	--	--	4.007750E-02	--	--	--	--	--	--
2023/09/02->17:32:47.552	--	--	4.019208E-02	--	--	--	--	--	--
2023/09/02->17:32:47.595	--	--	4.019208E-02	--	--	--	--	--	--
2023/09/02->17:32:47.652	--	--	4.019208E-02	--	--	--	--	--	--
2023/09/02->17:32:47.696	--	--	4.019208E-02	--	--	--	--	--	--
2023/09/02->17:32:47.740	--	--	4.019208E-02	--	--	--	--	--	--
2023/09/02->17:32:47.837	--	--	4.025754E-02	--	--	--	--	--	--
2023/09/02->17:32:47.881	--	--	4.025754E-02	--	--	--	--	--	--
2023/09/02->17:32:47.940	--	--	4.025754E-02	--	--	--	--	--	--
2023/09/02->17:32:47.983	--	--	4.025754E-02	--	--	--	--	--	--
2023/09/02->17:32:48. 27	--	--	4.025754E-02	--	--	--	--	--	--
2023/09/02->17:32:48.127	--	--	4.019820E-02	--	--	--	--	--	--
2023/09/02->17:32:48.171	--	--	4.019820E-02	--	--	--	--	--	--
2023/09/02->17:32:48.229	--	--	4.019820E-02	--	--	--	--	--	--
2023/09/02->17:32:48.273	--	--	4.019820E-02	--	--	--	--	--	--
2023/09/02->17:32:48.317	--	--	4.019820E-02	--	--	--	--	--	--
2023/09/02->17:32:48.415	--	--	4.019766E-02	--	--	--	--	--	--
2023/09/02->17:32:48.463	--	--	4.019766E-02	--	--	--	--	--	--
2023/09/02->17:32:48.525	--	--	4.019766E-02	--	--	--	--	--	--
2023/09/02->17:32:48.568	--	--	4.019766E-02	--	--	--	--	--	--
2023/09/02->17:32:48.613	--	--	4.019766E-02	--	--	--	--	--	--
2023/09/02->17:32:48.671	--	--	4.019766E-02	--	--	--	--	--	--
2023/09/02->17:32:48.715	--	--	4.019766E-02	--	--	--	--	--	--
